pl_name,pl_bmasse,pl_rade,pl_orbper,pl_orbsmax,pl_dens,pl_insol,st_mass,st_rad,st_teff,st_lum,st_met,sy_pnum,discoverymethod,pl_dens_reflink,pl_orbsmax_reflink,pl_insol_reflink
"HD 3765 b",54.98431441,8.56000000,1211.00000000000,2.1080000000,0.482000,0.0863,0.851785,0.830610,5049.80,-0.41634,0.1716,1,"Radial Velocity","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>"
"GJ 3378 b",2.30000000,1.32000000,21.45000000000,0.0967300000,5.500000,0.9100,0.262000,0.275000,3340.00,-2.07058,-0.0900,1,"Radial Velocity","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=ROBERTSON_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026arXiv260516499R/abstract target=ref>Robertson et al. 2026</a>","<a refstr=ROBERTSON_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026arXiv260516499R/abstract target=ref>Robertson et al. 2026</a>"
"HD 135872 b",1744.56012602,12.80000000,2422.32597000000,4.1720000000,4.570000,0.4969,1.646000,3.930380,4992.00,0.93700,0.0900,1,"Radial Velocity","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>"
"K2-36 b",4.30000000,1.43000000,1.42261400000,0.0228800000,8.000000,519.0000,0.790000,0.718000,4916.00,-0.57000,-0.0470,2,"Transit","<a refstr=BONOMO_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...677A..33B/abstract target=ref>Bonomo et al. 2023</a>","<a refstr=BONOMO_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...677A..33B/abstract target=ref>Bonomo et al. 2023</a>","<a refstr=BONOMO_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...677A..33B/abstract target=ref>Bonomo et al. 2023</a>"
"Kepler-1957 b",0.79000000,0.94374867,2.18661999700,0.0299000000,5.160000,345.0700,0.745000,0.772000,4904.00,-0.60069,0.0000,1,"Transit","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>"
"HS Psc b",464.02947422,13.60000000,3.98600000000,0.0435000000,1.010000,64.4735,0.690000,0.650000,4203.00,-0.91364,-0.0500,1,"Radial Velocity","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=TRAN_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..193T/abstract target=ref>Tran et al. 2024</a>","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>"
"GJ 27.1 b",13.00000000,3.66000000,15.81900000000,0.1010000000,1.460000,2.5488,0.530000,0.518887,3542.00,-1.58503,,1,"Radial Velocity","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=TUOMI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.441.1545T/abstract target=ref>Tuomi et al. 2014</a>","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>"
"Kepler-218 c",10.00000000,3.14000000,44.69957600000,0.2480000000,1.770000,16.1470,1.019000,1.063000,5502.00,0.00935,0.3700,3,"Transit","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>","<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>"
"HATS-52 b",711.93920000,15.49083800,1.36665436000,0.0249800000,1.060000,1310.2200,1.111000,1.046000,6010.00,0.06819,-0.2843,1,"Transit","<a refstr=HENNING_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...79H/abstract target=ref>Henning et al. 2018</a>","<a refstr=HENNING_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...79H/abstract target=ref>Henning et al. 2018</a>","<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>"
"HD 142 c",3464.64746471,12.40000000,10159.64279000000,9.8110000000,9.990000,0.0310,1.210000,1.470000,6245.00,0.47418,0.0900,3,"Radial Velocity","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>"
"CoRoT-18 b",1102.82000000,14.68000000,1.90006930000,0.0295000000,2.200000,823.7009,0.950000,1.000000,5440.00,-0.17000,-0.1000,1,"Transit","<a refstr=HEBRARD_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...533A.130H/abstract target=ref> Hebrard et al. 2011 </a>","<a refstr=HEBRARD_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...533A.130H/abstract target=ref> Hebrard et al. 2011 </a>","<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>"
"KOI-351 d",8.60000000,2.87000000,59.73667000000,0.3200000000,2.000000,18.1680,1.200000,1.200000,6080.00,0.26853,-0.1200,8,"Transit","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>","<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>"
"HR 858 d",7.10000000,2.00100000,11.23051100000,0.1046000000,4.900000,217.0000,1.204000,1.258000,6354.00,0.36361,0.0250,3,"Transit","<a refstr=BONFANTI_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...693A..90B/abstract target=ref>Bonfanti et al. 2025</a>","<a refstr=BONFANTI_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...693A..90B/abstract target=ref>Bonfanti et al. 2025</a>","<a refstr=VANDERBURG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...881L..19V/abstract target=ref>Vanderburg et al. 2019</a>"
"TOI-1758 b",6.90000000,3.62000000,20.70507468500,0.1414090000,0.830000,21.0500,0.880000,0.810000,5169.00,-0.37263,-0.0200,1,"Transit","<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>","<a refstr=CROSSFIELD_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...89C/abstract target=ref>Crossfield et al. 2025</a>","<a refstr=CROSSFIELD_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...89C/abstract target=ref>Crossfield et al. 2025</a>"
"HD 56414 b",13.30000000,3.71000000,29.04992000000,0.2290000000,1.430000,1614.3559,1.890000,1.751000,8500.00,1.15806,0.0000,1,"Transit","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...935L..10G/abstract target=ref>Giacalone et al. 2022</a>","<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>"
"HD 63433 c",15.53900000,2.69200000,20.54382810000,0.1460000000,4.630000,35.3582,0.956000,0.934000,5553.00,-0.12610,-0.0700,3,"Transit","<a refstr=MALLORQU_AMP_IACUTE_N_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...671A.163M/abstract target=ref>Mallorqu&iacute;n et al. 2023</a>","<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>","<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>"
"Kepler-1731 b",8.92000000,2.93295657,21.76129913000,0.1399000000,1.940000,13.3000,0.781000,0.720000,4859.00,-0.59961,0.0000,1,"Transit","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>","<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>"
"Kepler-351 b",4.80000000,3.06000000,37.05491900000,0.2140000000,0.921000,11.9830,0.810000,0.854000,5643.00,-0.38644,-0.1600,3,"Transit","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>","<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>"
"K2-281 b",50.90000000,8.18000000,8.68772100000,0.0773000000,0.511000,37.7384,0.820000,0.760000,4812.00,-0.64686,0.2200,1,"Transit","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>"
"HD 88133 b",324.18660000,13.80000000,3.41488400000,0.0479000000,0.678000,1368.0872,1.260000,2.200000,5392.00,0.49678,0.3400,1,"Radial Velocity","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>"
"HD 80869 b",1609.80088146,12.80000000,1752.92067000000,2.9050000000,4.220000,0.1420,1.060000,1.062000,5837.00,0.39977,0.1700,1,"Radial Velocity","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>","<a refstr=DEMANGEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..78D/abstract target=ref>Demangeon et al. 2021</a>"
"HATS-59 b",256.17098000,12.62133400,5.41608100000,0.0611200000,0.700000,269.0000,1.038000,1.036000,5670.00,-0.00436,0.1800,2,"Transit","<a refstr=SARKIS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..216S/abstract target=ref>Sarkis et al. 2018</a>","<a refstr=SARKIS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..216S/abstract target=ref>Sarkis et al. 2018</a>","<a refstr=SARKIS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..216S/abstract target=ref>Sarkis et al. 2018</a>"
"Kepler-1788 b",6.25000000,2.37850461,2.80012011500,0.0343000000,2.550000,197.8100,0.686000,0.704000,4786.00,-0.61055,-0.2000,1,"Transit","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>"
"Kepler-352 d",0.44900000,0.80628032,6.88727998700,0.0657400000,4.710000,81.3000,0.796000,0.772000,5208.00,-0.43235,-0.1400,3,"Transit","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>","<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>"
"HIP 97166 b",19.10000000,2.48013380,10.28891400000,0.0910000000,6.860000,9.0686,0.934200,0.841800,5216.00,-0.32514,0.2480,2,"Transit","<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>","<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>","<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>"
"HATS-54 b",239.32479047,11.37711541,2.54417650000,0.0370000000,0.770000,476.9650,1.050000,1.230000,5621.00,0.11461,0.3700,1,"Transit","<a refstr=ESPINOZA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...63E/abstract target=ref>Espinoza et al. 2019</a>","<a refstr=JACKSON_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.518.4845J/abstract target=ref>Jackson et al. 2023</a>","<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>"
"HD 217107 b",459.57987652,13.60000000,7.12701660000,0.0735900000,1.000000,231.1546,1.045000,1.224500,5622.00,0.09754,0.3700,2,"Radial Velocity","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=GIOVINAZZI_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....170...52G/abstract target=ref>Giovinazzi et al. 2025</a>","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>"
"HD 220689 b",381.39408840,13.70000000,2266.40000000000,3.3960000000,0.815000,0.1074,1.016000,1.068000,5921.00,0.09300,-0.0700,1,"Radial Velocity","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=BARBATO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615A.175B/abstract target=ref>Barbato et al. 2018</a>","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>"
"Kepler-222 c",19.40000000,4.64000000,10.08881000000,0.0910000000,1.070000,59.0760,0.933000,0.869000,5433.00,-0.33784,0.3300,3,"Transit","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>","<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>"
"Kepler-289 b",3.70000000,2.49000000,34.53830000000,0.2118300000,1.450000,27.3710,1.080000,1.000000,5990.00,0.06100,0.0500,4,"Transit","<a refstr=GREKLEK_MCKEON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165...48G/abstract target=ref>Greklek-McKeon et al. 2023</a>","<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>","<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>"
"Kepler-1444 b",5.39000000,2.18000000,33.42035034000,0.2090600000,2.860000,25.9420,1.030000,1.050000,5810.00,0.02131,0.0600,1,"Transit","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>","<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>"
"Kepler-1763 b",1.59000000,1.14651332,1.48028004200,0.0257000000,5.800000,2597.2700,1.026000,1.259000,5897.00,0.27421,0.0200,1,"Transit","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>"
"HD 31253 b",197.05460000,14.10000000,466.00000000000,1.2600000000,0.386000,2.0698,1.700000,1.750000,6130.00,0.51667,0.1700,1,"Radial Velocity","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>"
"Kepler-1543 b",7.80000000,2.71000000,6.96710269000,0.0867000000,2.150000,375.6510,1.390000,1.650000,6561.00,0.48688,0.0700,1,"Transit","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>","<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>"
"HD 45184 b",12.19000000,3.52000000,5.88540000000,0.0644000000,1.540000,272.4625,1.030000,1.075139,5869.00,0.05308,0.0400,2,"Radial Velocity","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>"
"TOI-1776 b",1.40000000,1.21612741,2.79986800000,0.0378000000,4.130000,560.3349,0.919600,0.935600,5785.00,-0.05306,-0.1930,1,"Transit","<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>","<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>","<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>"
"Barnard e",0.19300000,0.63700000,6.73920000000,0.0381000000,4.100000,2.4456,0.162000,0.185000,3195.00,-2.44977,-0.5600,4,"Radial Velocity","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=BASANT_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJ...982L...1B/abstract target=ref>Basant et al. 2025</a>","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>"
"Kepler-1579 b",0.52000000,0.84000000,0.84990788900,0.0140000000,4.820000,396.6400,0.750000,0.700000,4584.00,-0.94024,0.1100,1,"Transit","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>"
"Kepler-108 b",56.00000000,8.65000000,49.18392100000,0.2920000000,0.475000,47.4000,1.247000,2.192000,5854.00,0.70700,0.3261,2,"Transit","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>"
"Kepler-358 b",7.85000000,2.72000000,34.06046700000,0.2100000000,2.140000,21.8050,0.940000,0.954000,5908.00,-0.13809,0.0350,2,"Transit","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>","<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>"
"TOI-3135 b",327.36325921,13.65253849,3.70655850000,0.0475600000,0.700000,464.0000,1.044000,0.985000,5890.00,0.02119,0.0710,1,"Transit","<a refstr=YEE_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..280...30Y/abstract target=ref>Yee et al. 2025</a>","<a refstr=YEE_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..280...30Y/abstract target=ref>Yee et al. 2025</a>","<a refstr=YEE_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..280...30Y/abstract target=ref>Yee et al. 2025</a>"
"Kepler-887 c",1.51000000,1.13000000,7.63846023000,0.0801000000,5.750000,407.9770,1.190000,1.290000,6194.00,0.44617,0.0800,2,"Transit","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>","<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>"
"TOI-1194 b",120.00000000,8.71664516,2.31064460000,0.0340000000,0.990000,203.6850,0.983500,0.960800,5394.00,-0.15120,0.3480,1,"Transit","<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>","<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>","<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>"
"Kepler-1179 b",2.30000000,1.32000000,2.68505749200,0.0349700000,5.500000,288.5700,0.840000,0.810000,5212.00,-0.44424,-0.0300,1,"Transit","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>","<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>"
"HD 40307 g",7.10000000,2.56000000,197.80000000000,0.6000000000,2.330000,0.6378,0.770000,0.716684,4956.00,-0.63900,-0.3100,5,"Radial Velocity","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=TUOMI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...549A..48T/abstract target=ref> Tuomi et al. 2013 </a>","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>"
"HD 33844 b",638.83830000,13.40000000,551.40002000000,1.6000000000,1.460000,5.7778,1.840000,5.390000,4861.00,1.17000,0.2700,2,"Radial Velocity","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>"
"OGLE-TR-113 b",400.44900000,12.25100000,1.43247520000,0.0228900000,1.200000,528.4147,0.779000,0.774000,4790.00,-0.52900,0.0900,1,"Transit","<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>","<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>","<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>"
"K2-209 b",0.58600000,0.86850263,2.08061500000,,4.920000,,0.744790,0.712365,4720.00,-0.58815,-0.0600,1,"Transit","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>",,
"HD 145675 c",2510.84441530,12.60000000,15732.45889000000,20.0000000000,6.900000,0.0018,0.970000,0.930000,5338.00,-0.15273,0.4300,2,"Radial Velocity","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>","<a refstr=BARDALEZ_GAGLIUFFI_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJ...988L..18B/abstract target=ref>Bardalez Gagliuffi et al. 2025</a>","<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>"
